Economy,Economy Code,ISO Code,Region,Income Group,Report Year,Does the law prohibit discrimination in employment based on gender?,Score,Legal Basis,Length of paid maternity leave,Length of paid paternity leave,Shared days
Botswana,BWA,BWA,Sub-Saharan Africa,Upper middle income,2022,No,0,No applicable provisions could be located,84,0,0
Botswana,BWA,BWA,Sub-Saharan Africa,Upper middle income,2023,No,0,No applicable provisions could be located,84,0,0
Botswana,BWA,BWA,Sub-Saharan Africa,Upper middle income,2024,No,0,No applicable provisions could be located,84,0,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2015,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2016,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2017,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2018,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2019,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Consolidated Labor Laws, Art. 373A(II)",120,7,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2015,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2016,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2017,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2018,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2019,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2020,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2021,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2022,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2023,No,0,No applicable provisions could be located,91,0,0
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2024,No,0,No applicable provisions could be located,91,0,0
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2015,Yes,1,"Labor Code of January 1, 1987",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2016,Yes,1,"Labor Code of January 1, 1987",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2017,Yes,1,"Labor Code of January 1, 1987",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2018,Yes,1,"Labor Code, Art. 8",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2019,Yes,1,"Labor Code, Art. 8",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2020,Yes,1,"Labor Code, Art. 8",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2021,Yes,1,"Labor Code, Art. 8",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2022,Yes,1,"Labor Code, Art. 8",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2023,Yes,1,"Labor Code, Art. 8",410,15,365
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2024,Yes,1,"Labor Code, Art. 8",410,15,365
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2015,Yes,1,"Code du Travail, Art. 3",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2016,Yes,1,"Code du Travail, Art. 3",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2017,Yes,1,"Code du Travail, Art. 3",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2018,Yes,1,"Code du Travail, Art. 4",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2019,Yes,1,"Code du Travail, Art. 4",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2020,Yes,1,"Code du Travail, Art. 4",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2021,Yes,1,"Code du Travail, Art. 4",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2022,Yes,1,"Code du Travail, Art. 4",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2023,Yes,1,"Code du Travail, Art. 4",98,3,0
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2024,Yes,1,"Code du Travail, Art. 4",98,3,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2015,Yes,1,"Code du Travail, Art. 6",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2016,Yes,1,"Code du Travail, Art. 6",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2017,Yes,1,"Code du Travail, Art. 6",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2018,Yes,1,"Code du Travail, Art. 6",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2019,Yes,1,"Code du Travail, Art. 6",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2020,Yes,1,"Code du Travail, Art. 6",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2021,Yes,1,"Code du Travail, Art. 6",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2022,Yes,1,"Code du Travail, Art. 14",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2023,Yes,1,"Code du Travail, Art. 14",84,4,0
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2024,Yes,1,"Code du Travail, Art. 14",84,4,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2015,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2016,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2017,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cabo Verde,CPV,CPV,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Legislative-Decree No. 5 of 2007, Art. 15",60,2,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2015,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2016,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2017,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2018,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2019,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2020,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2021,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2022,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2023,Yes,1," Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12.",90,0,0
Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2024,Yes,1,"Constitution of the Kingdom of Cambodia, Art. 36; Labor Code Art. 12",90,0,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2015,No,0,No applicable provisions could be located,98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2016,No,0,No applicable provisions could be located,98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2017,No,0,No applicable provisions could be located,98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Code Pénal, Art. 242",98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Code Pénal, Art. 242",98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Code Pénal, Art. 242",98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Code Pénal, Art. 242",98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Code Pénal, Art. 242",98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Code Pénal, Art. 242",98,3,0
Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Code Pénal, Art. 242",98,3,0
Canada,CAN,CAN,High income: OECD,High income,2015,Yes,1,"Ontario Human Rights Code, Sec. 5",105,0,245
Canada,CAN,CAN,High income: OECD,High income,2016,Yes,1,"Ontario Human Rights Code, Sec. 5",105,0,245
Canada,CAN,CAN,High income: OECD,High income,2017,Yes,1,"Ontario Human Rights Code, Sec. 5",105,0,245
Canada,CAN,CAN,High income: OECD,High income,2018,Yes,1,"Ontario Human Rights Code, Sec. 5",105,0,245
Canada,CAN,CAN,High income: OECD,High income,2019,Yes,1,"Ontario Human Rights Code, Sec. 5",105,0,245
Canada,CAN,CAN,High income: OECD,High income,2020,Yes,1,"Ontario Human Rights Code, Sec. 5",105,0,210
Canada,CAN,CAN,High income: OECD,High income,2021,Yes,1,"Ontario Human Rights Code, Sec. 5",105,0,210
Canada,CAN,CAN,High income: OECD,High income,2022,Yes,1,"Ontario Human Rights Code, Sec. 5",105,0,210
Canada,CAN,CAN,High income: OECD,High income,2023,Yes,1,"Ontario Human Rights Code, Secs. 5 and 23",105,0,210
Canada,CAN,CAN,High income: OECD,High income,2024,Yes,1,"Ontario Human Rights Code, Secs. 5 and 23",105,0,210
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2015,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2016,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2017,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2018,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2019,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2020,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2021,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2022,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2023,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Central African Republic,CAF,CAF,Sub-Saharan Africa,Low income,2024,Yes,1,"Code du Travail, Secs. 10, 185 and 222",98,2,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2015,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2016,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2017,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2018,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2019,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2020,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2021,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2022,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2023,Yes,1,"Code du Travail, Art. 6",98,1,0
Chad,TCD,TCD,Sub-Saharan Africa,Low income,2024,Yes,1,"Code du Travail, Art. 6",98,1,0
Chile,CHL,CHL,High income: OECD,High income,2015,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2016,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2017,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2018,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2019,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2020,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2021,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2022,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2023,Yes,1,"Código del Trabajo, Art. 2",126,7,42
Chile,CHL,CHL,High income: OECD,High income,2024,Yes,1,"Código del Trabajo, Art. 2",126,7,42
China,CHN,CHN,East Asia & Pacific,Upper middle income,2015,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27",128,3,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2016,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27",128,3,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2017,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27",128,14,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2018,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27",128,14,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2019,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27",128,14,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2020,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27; Law on the Protection of Rights and Interests of Women of People’s Republic of China, Art. 23",128,14,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2021,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27; Law on the Protection of Rights and Interests of Women of People’s Republic of China, Art. 23",128,14,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2022,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27; Law on the Protection of Rights and Interests of Women of People’s Republic of China, Art. 23",128,14,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2023,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27; Law on the Protection of Rights and Interests of Women of People’s Republic of China, Art. 23",158,14,0
China,CHN,CHN,East Asia & Pacific,Upper middle income,2024,Yes,1,"Labor Law, Art. 13; Employment Promotion Act, Art. 27; Law on the Protection of Rights and Interests of Women of People’s Republic of China, Art. 43",158,14,0
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2015,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",98,10,0
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2016,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",98,10,0
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2017,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",98,10,0
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2018,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",126,10,0
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2019,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",126,10,0
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",126,10,0
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",126,10,0
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",84,14,42
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",84,14,42
Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Código Sustantivo del Trabajo, Art. 10; Ley 1496 de 2011",84,14,42
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2015,Yes,1,Loi No.84Portant Code du Travail,98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2016,Yes,1,Loi No.84Portant Code du Travail,98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2017,Yes,1,Loi No.84Portant Code du Travail,98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Loi No. 12, Art. 2",98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Loi No. 12, Art. 2",98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Loi No. 12, Art. 2",98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Loi No. 12, Art. 2",98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Loi No. 12, Art. 2",98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Loi No. 12, Art. 2",98,0,0
Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Loi No. 12, Art. 2",98,0,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2015,No,0,No applicable provisions could be located,98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2016,No,0,No applicable provisions could be located,98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2017,Yes,1,"Loi No. 15/13 du 1er août 2015, Art. 2",98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2018,Yes,1,"Loi No. 15/13 du 1er août 2015, Art. 2",98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2019,Yes,1,"Loi No. 15/13 du 1er août 2015, Art. 2",98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2020,Yes,1,"Loi No. 15/13 du 1er août 2015, Art. 2",98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2021,Yes,1,"Loi No. 15/13 du 1er août 2015, Art. 2",98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2022,Yes,1,"Loi No. 15/13 du 1er août 2015, Art. 2",98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2023,Yes,1,"Loi No. 15/13 du 1er août 2015, Art. 2",98,2,0
"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2024,Yes,1,"Loi No. 15/13 du 1er août 2015, Art. 2",98,2,0
"Congo, Rep.",COG,COG,Sub-Saharan Africa,Lower middle income,2015,No,0,No applicable provisions could be located,105,0,0
"Congo, Rep.",COG,COG,Sub-Saharan Africa,Lower middle income,2016,No,0,No applicable provisions could be located,105,0,0
